,Player,Age,PPG,delta
9,Eddie Shore,32,0.6642857142857146,0
10,Eddie Shore,33,-0.23571428571428577,0
11,Eddie Shore,34,-0.23571428571428577,1
0,Eric Brewer,22,2.6500000000000004,0
1,Eric Brewer,23,1.5499999999999998,0
2,Eric Brewer,24,1.0499999999999998,0
3,Eric Brewer,26,-1.65,0
4,Eric Brewer,27,1.3500000000000005,0
5,Eric Brewer,28,0.15000000000000036,0
6,Eric Brewer,30,-0.44999999999999973,0
7,Eric Brewer,31,1.6500000000000004,0
8,Eric Brewer,32,-0.34999999999999964,0
9,Eric Brewer,33,-0.75,0
10,Eric Brewer,34,0.9500000000000002,0
0,Eric Cairns,22,-0.32999999999999985,0
1,Eric Cairns,23,0.5700000000000001,0
2,Eric Cairns,25,1.07,0
3,Eric Cairns,26,-0.7299999999999999,0
4,Eric Cairns,27,0.5700000000000001,0
5,Eric Cairns,28,-0.1299999999999999,0
6,Eric Cairns,29,0.3700000000000001,0
7,Eric Cairns,31,-0.22999999999999987,0
8,Eric Cairns,32,-0.22999999999999987,1
9,Eric Cairns,33,-0.22999999999999987,1
10,Eric Cairns,34,-0.22999999999999987,1
0,Eric Desjardins,22,0.9705882352941178,0
1,Eric Desjardins,23,0.8705882352941172,0
2,Eric Desjardins,24,-0.32941176470588207,0
3,Eric Desjardins,25,-1.5294117647058822,0
4,Eric Desjardins,26,1.9705882352941169,0
5,Eric Desjardins,27,2.5705882352941183,0
6,Eric Desjardins,28,0.3705882352941172,0
7,Eric Desjardins,29,3.370588235294117,0
8,Eric Desjardins,30,5.270588235294118,0
9,Eric Desjardins,31,1.4705882352941169,0
10,Eric Desjardins,32,-2.329411764705882,0
11,Eric Desjardins,33,2.470588235294117,0
12,Eric Desjardins,34,-3.3294117647058825,0
0,Eric Weinrich,22,1.170588235294118,1
1,Eric Weinrich,23,1.170588235294118,1
2,Eric Weinrich,24,1.170588235294118,0
3,Eric Weinrich,25,0.8705882352941181,0
4,Eric Weinrich,26,-0.5294117647058822,0
5,Eric Weinrich,27,-0.02941176470588225,0
6,Eric Weinrich,28,-1.4294117647058822,0
7,Eric Weinrich,29,0.07058823529411828,0
8,Eric Weinrich,30,2.7705882352941176,0
9,Eric Weinrich,31,1.370588235294118,0
10,Eric Weinrich,32,-0.8294117647058821,0
11,Eric Weinrich,33,2.2705882352941176,0
12,Eric Weinrich,34,1.2705882352941176,0
0,Fedor Tyutin,22,1.0076923076923077,0
1,Fedor Tyutin,23,-1.092307692307692,0
2,Fedor Tyutin,24,1.8076923076923075,0
3,Fedor Tyutin,25,2.607692307692308,0
4,Fedor Tyutin,26,1.6076923076923082,0
5,Fedor Tyutin,27,0.407692307692308,0
6,Fedor Tyutin,28,-0.39230769230769225,0
7,Fedor Tyutin,29,1.2076923076923078,0
8,Fedor Tyutin,30,1.6076923076923082,0
9,Fedor Tyutin,31,-0.29230769230769216,0
10,Fedor Tyutin,32,-2.9923076923076923,0
11,Fedor Tyutin,33,-2.592307692307692,0
12,Fedor Tyutin,34,-2.592307692307692,1
0,Fern Flaman,22,1.2588235294117651,0
1,Fern Flaman,23,-1.0411764705882351,0
2,Fern Flaman,24,0.8588235294117648,0
3,Fern Flaman,25,0.5588235294117649,0
4,Fern Flaman,26,0.15882352941176459,0
5,Fern Flaman,27,1.1588235294117646,0
6,Fern Flaman,28,0.8588235294117648,0
7,Fern Flaman,29,1.3588235294117648,0
8,Fern Flaman,30,3.6588235294117646,0
9,Fern Flaman,31,0.5588235294117649,0
10,Fern Flaman,32,0.6588235294117646,0
11,Fern Flaman,33,-0.14117647058823524,0
12,Fern Flaman,34,-1.3411764705882354,0
0,Filip Kuba,22,2.05,1
1,Filip Kuba,23,2.05,1
2,Filip Kuba,24,2.05,0
3,Filip Kuba,25,0.15000000000000036,0
4,Filip Kuba,26,2.55,0
5,Filip Kuba,27,0.8500000000000005,0
6,Filip Kuba,29,1.1500000000000004,0
7,Filip Kuba,30,1.75,0
8,Filip Kuba,31,0.8500000000000005,0
9,Filip Kuba,32,2.55,0
10,Filip Kuba,33,-0.25,0
11,Filip Kuba,34,-2.65,0
0,Flash Hollett,22,-2.8076923076923075,0
1,Flash Hollett,23,1.1923076923076925,0
2,Flash Hollett,25,-1.407692307692308,0
3,Flash Hollett,26,-0.007692307692307665,0
4,Flash Hollett,27,2.092307692307692,0
5,Flash Hollett,28,1.1923076923076925,0
6,Flash Hollett,29,0.29230769230769216,0
7,Flash Hollett,30,1.7923076923076922,0
8,Flash Hollett,31,1.7923076923076922,0
9,Flash Hollett,32,-0.5076923076923077,0
10,Flash Hollett,33,2.3923076923076927,0
11,Flash Hollett,34,-2.4076923076923076,0
0,Francois Beauchemin,22,1.7071428571428573,1
1,Francois Beauchemin,23,1.7071428571428573,1
2,Francois Beauchemin,24,1.7071428571428573,1
3,Francois Beauchemin,25,1.7071428571428573,0
4,Francois Beauchemin,26,2.007142857142857,0
5,Francois Beauchemin,27,0.2071428571428573,0
6,Francois Beauchemin,29,-0.3928571428571428,0
7,Francois Beauchemin,30,-0.6928571428571426,0
8,Francois Beauchemin,31,0.2071428571428573,0
9,Francois Beauchemin,32,1.5071428571428571,0
10,Francois Beauchemin,33,0.4071428571428575,0
11,Francois Beauchemin,34,1.807142857142857,0
0,Frantisek Kucera,22,-0.1888888888888891,0
1,Frantisek Kucera,23,0.911111111111111,0
2,Frantisek Kucera,24,2.211111111111111,0
3,Frantisek Kucera,25,1.411111111111111,0
4,Frantisek Kucera,26,0.8111111111111109,0
5,Frantisek Kucera,27,-0.588888888888889,0
6,Frantisek Kucera,32,-1.388888888888889,0
7,Frantisek Kucera,33,0.011111111111111072,0
8,Frantisek Kucera,34,0.011111111111111072,1
0,Frantisek Musil,22,-0.27142857142857135,0
1,Frantisek Musil,23,1.3285714285714287,0
2,Frantisek Musil,24,0.9285714285714284,0
3,Frantisek Musil,25,-0.07142857142857162,0
4,Frantisek Musil,26,1.6285714285714286,0
5,Frantisek Musil,27,0.4285714285714284,0
6,Frantisek Musil,28,2.528571428571429,0
7,Frantisek Musil,29,2.1285714285714286,0
8,Frantisek Musil,30,-1.2714285714285714,0
9,Frantisek Musil,31,-0.8714285714285714,0
10,Frantisek Musil,32,0.22857142857142865,0
11,Frantisek Musil,34,-2.1714285714285717,0
0,Fred Barrett,22,0.3615384615384616,1
1,Fred Barrett,23,0.3615384615384616,0
2,Fred Barrett,24,-0.6384615384615384,0
3,Fred Barrett,25,0.06153846153846132,0
4,Fred Barrett,26,0.06153846153846132,0
5,Fred Barrett,27,-1.5384615384615385,0
6,Fred Barrett,28,-0.8384615384615386,0
7,Fred Barrett,29,-0.2384615384615385,0
8,Fred Barrett,30,3.361538461538461,0
9,Fred Barrett,31,1.0615384615384613,0
10,Fred Barrett,32,0.4615384615384617,0
11,Fred Barrett,33,-1.2384615384615385,0
12,Fred Barrett,34,-1.2384615384615385,1
0,Fredrik Olausson,22,2.1375,0
1,Fredrik Olausson,23,1.4375,0
2,Fredrik Olausson,24,-0.2625000000000002,0
3,Fredrik Olausson,25,2.2375,0
4,Fredrik Olausson,26,1.3375000000000004,0
5,Fredrik Olausson,27,-0.2625000000000002,0
6,Fredrik Olausson,28,-4.2625,0
7,Fredrik Olausson,29,-2.1625,0
8,Fredrik Olausson,30,1.0374999999999996,0
9,Fredrik Olausson,31,1.8375000000000004,0
10,Fredrik Olausson,32,5.237500000000001,0
11,Fredrik Olausson,33,0.037499999999999645,0
12,Fredrik Olausson,34,0.037499999999999645,1
0,Garry Galley,22,-2.6235294117647063,0
1,Garry Galley,23,-2.1235294117647063,0
2,Garry Galley,24,0.276470588235294,0
3,Garry Galley,25,0.276470588235294,0
4,Garry Galley,26,0.8764705882352937,0
5,Garry Galley,27,-0.8235294117647065,0
6,Garry Galley,28,-0.0235294117647058,0
7,Garry Galley,29,2.8764705882352946,0
8,Garry Galley,30,1.9764705882352942,0
9,Garry Galley,31,-0.3235294117647065,0
10,Garry Galley,32,2.276470588235294,0
11,Garry Galley,33,0.9764705882352942,0
12,Garry Galley,34,0.276470588235294,0
0,Garth Butcher,22,-1.9214285714285713,0
1,Garth Butcher,23,-0.5214285714285714,0
2,Garth Butcher,24,0.5785714285714287,0
3,Garth Butcher,25,0.7785714285714285,0
4,Garth Butcher,26,2.178571428571429,0
5,Garth Butcher,27,1.0785714285714283,0
6,Garth Butcher,28,0.8785714285714286,0
7,Garth Butcher,29,1.0785714285714283,0
8,Garth Butcher,30,1.5785714285714283,0
9,Garth Butcher,31,0.37857142857142856,0
10,Garth Butcher,32,-0.9214285714285713,0
11,Garth Butcher,33,-0.9214285714285713,1
12,Garth Butcher,34,-0.9214285714285713,1
0,Gary Bergman,22,-0.833333333333333,1
1,Gary Bergman,23,-0.833333333333333,1
2,Gary Bergman,24,-0.833333333333333,1
3,Gary Bergman,25,-0.833333333333333,1
4,Gary Bergman,26,-0.833333333333333,0
5,Gary Bergman,27,-0.43333333333333357,0
6,Gary Bergman,28,-0.13333333333333375,0
7,Gary Bergman,29,0.666666666666667,0
8,Gary Bergman,30,3.7666666666666666,0
9,Gary Bergman,31,-0.033333333333333215,0
10,Gary Bergman,32,-1.0333333333333332,0
11,Gary Bergman,33,1.166666666666667,0
12,Gary Bergman,34,0.666666666666667,0
0,Gary Doak,22,-0.2625000000000002,1
1,Gary Doak,23,-0.2625000000000002,0
2,Gary Doak,24,0.23749999999999982,0
3,Gary Doak,25,0.5374999999999996,0
4,Gary Doak,26,0.037499999999999645,0
5,Gary Doak,27,-1.3625000000000003,0
6,Gary Doak,28,-1.5625000000000002,0
7,Gary Doak,29,1.6374999999999997,0
8,Gary Doak,30,1.6374999999999997,0
9,Gary Doak,31,2.5375,0
10,Gary Doak,32,1.3375,0
11,Gary Doak,33,0.3374999999999999,0
12,Gary Doak,34,0.3374999999999999,1
0,Gary Suter,22,-1.8529411764705879,0
1,Gary Suter,23,3.947058823529412,0
2,Gary Suter,24,1.7470588235294127,0
3,Gary Suter,25,2.0470588235294116,0
4,Gary Suter,26,2.2470588235294127,0
5,Gary Suter,27,-0.6529411764705877,0
6,Gary Suter,28,2.7470588235294127,0
7,Gary Suter,29,-4.752941176470587,0
8,Gary Suter,30,-0.05294117647058805,0
9,Gary Suter,31,2.8470588235294123,0
10,Gary Suter,32,-1.4529411764705875,0
11,Gary Suter,33,1.147058823529413,0
12,Gary Suter,34,1.147058823529413,1
0,Gerald Diduck,22,1.8588235294117648,0
1,Gerald Diduck,23,2.6588235294117646,0
2,Gerald Diduck,24,0.9588235294117644,0
3,Gerald Diduck,25,0.0588235294117645,0
4,Gerald Diduck,26,1.8588235294117648,0
5,Gerald Diduck,27,2.1588235294117646,0
6,Gerald Diduck,28,-0.4411764705882355,0
7,Gerald Diduck,29,-1.6411764705882357,0
8,Gerald Diduck,30,0.5588235294117645,0
9,Gerald Diduck,31,0.15882352941176459,0
10,Gerald Diduck,32,2.4588235294117644,0
11,Gerald Diduck,33,-1.2411764705882355,0
12,Gerald Diduck,34,-1.2411764705882355,1
0,Gerry Hart,22,-0.11999999999999966,1
1,Gerry Hart,23,-0.11999999999999966,0
2,Gerry Hart,25,-1.1199999999999997,0
3,Gerry Hart,26,-0.019999999999999574,0
4,Gerry Hart,27,2.88,0
5,Gerry Hart,28,4.680000000000001,0
6,Gerry Hart,29,3.2800000000000002,0
7,Gerry Hart,30,3.4800000000000004,0
8,Gerry Hart,31,0.9800000000000004,0
9,Gerry Hart,32,0.7800000000000002,0
10,Gerry Hart,33,0.38000000000000034,0
11,Gerry Hart,34,-2.5199999999999996,0
0,Gilles Marotte,22,0.47500000000000053,0
1,Gilles Marotte,23,1.9750000000000005,0
2,Gilles Marotte,24,0.375,0
3,Gilles Marotte,25,0.6749999999999998,0
4,Gilles Marotte,26,0.17499999999999982,0
5,Gilles Marotte,27,1.875,0
6,Gilles Marotte,28,-0.024999999999999467,0
7,Gilles Marotte,29,0.9750000000000005,0
8,Gilles Marotte,30,-0.7249999999999996,0
9,Gilles Marotte,31,-2.625,0
10,Gilles Marotte,32,-2.625,1
11,Gilles Marotte,33,-2.625,1
12,Gilles Marotte,34,-2.625,1
0,Glen Harmon,22,1.144444444444444,1
1,Glen Harmon,23,1.144444444444444,0
2,Glen Harmon,24,-0.1555555555555559,0
3,Glen Harmon,25,0.3444444444444441,0
4,Glen Harmon,26,0.5444444444444443,0
5,Glen Harmon,27,-0.35555555555555607,0
6,Glen Harmon,28,1.7444444444444436,0
7,Glen Harmon,29,0.7444444444444436,0
8,Glen Harmon,30,-1.2555555555555564,0
9,Glen Harmon,31,-1.2555555555555564,1
10,Glen Harmon,32,-1.2555555555555564,1
11,Glen Harmon,33,-1.2555555555555564,1
12,Glen Harmon,34,-1.2555555555555564,1
0,Glen Wesley,22,1.3049999999999997,0
1,Glen Wesley,23,1.1049999999999995,0
2,Glen Wesley,24,-0.19500000000000028,0
3,Glen Wesley,25,3.8049999999999997,0
4,Glen Wesley,26,-2.3950000000000005,0
5,Glen Wesley,27,-1.0950000000000006,0
6,Glen Wesley,28,0.7050000000000001,0
7,Glen Wesley,29,0.9049999999999994,0
8,Glen Wesley,30,0.40499999999999936,0
9,Glen Wesley,31,0.004999999999999893,0
10,Glen Wesley,32,0.004999999999999893,0
11,Glen Wesley,33,-1.5950000000000002,0
12,Glen Wesley,34,-1.7950000000000004,0
0,Gord Dineen,22,1.1076923076923075,0
1,Gord Dineen,23,1.5076923076923074,0
2,Gord Dineen,24,2.1076923076923073,0
3,Gord Dineen,25,2.407692307692307,0
4,Gord Dineen,26,-0.8923076923076925,0
5,Gord Dineen,27,0.7076923076923076,0
6,Gord Dineen,30,-0.7923076923076925,0
7,Gord Dineen,31,-1.0923076923076924,0
8,Gord Dineen,32,-1.0923076923076924,1
9,Gord Dineen,33,-1.0923076923076924,1
10,Gord Dineen,34,-1.0923076923076924,1
0,Gord Lane,22,0.3799999999999999,1
1,Gord Lane,23,0.3799999999999999,0
2,Gord Lane,24,-0.31999999999999984,0
3,Gord Lane,25,-0.31999999999999984,0
4,Gord Lane,26,2.6799999999999997,0
5,Gord Lane,27,-0.020000000000000018,0
6,Gord Lane,28,1.08,0
7,Gord Lane,29,0.08000000000000007,0
8,Gord Lane,30,-1.1199999999999999,0
9,Gord Lane,31,-0.020000000000000018,0
10,Gord Lane,32,-0.020000000000000018,1
11,Gord Lane,33,-0.020000000000000018,1
12,Gord Lane,34,-0.020000000000000018,1
0,Gord Murphy,22,1.621428571428571,0
1,Gord Murphy,23,2.621428571428571,0
2,Gord Murphy,24,0.22142857142857153,0
3,Gord Murphy,25,-1.4785714285714286,0
4,Gord Murphy,26,3.2214285714285715,0
5,Gord Murphy,27,-0.27857142857142847,0
6,Gord Murphy,28,2.4214285714285717,0
7,Gord Murphy,29,2.121428571428571,0
8,Gord Murphy,30,-0.27857142857142847,0
9,Gord Murphy,31,-2.0785714285714287,0
10,Gord Murphy,32,-3.0785714285714287,0
11,Gord Murphy,33,-3.0785714285714287,1
12,Gord Murphy,34,-3.0785714285714287,1
0,Gordie Roberts,22,0.5,0
1,Gordie Roberts,23,1.8000000000000007,0
2,Gordie Roberts,24,0.8000000000000007,0
3,Gordie Roberts,25,2.4000000000000004,0
4,Gordie Roberts,26,2.0,0
5,Gordie Roberts,27,0.7000000000000002,0
6,Gordie Roberts,28,0.10000000000000053,0
7,Gordie Roberts,29,-2.0999999999999996,0
8,Gordie Roberts,30,-1.4999999999999996,0
9,Gordie Roberts,31,0.5,0
10,Gordie Roberts,32,-1.2999999999999998,0
11,Gordie Roberts,33,-1.2999999999999998,0
12,Gordie Roberts,34,-0.5,0
0,Grant Ledyard,22,0.08888888888888902,1
1,Grant Ledyard,23,0.08888888888888902,0
2,Grant Ledyard,24,0.48888888888888893,0
3,Grant Ledyard,25,-0.6111111111111112,0
4,Grant Ledyard,26,-1.311111111111111,0
5,Grant Ledyard,27,1.0888888888888886,0
6,Grant Ledyard,28,0.38888888888888884,0
7,Grant Ledyard,29,1.988888888888889,0
8,Grant Ledyard,30,-0.411111111111111,0
9,Grant Ledyard,31,-1.011111111111111,0
10,Grant Ledyard,32,3.7888888888888888,0
11,Grant Ledyard,33,0.38888888888888884,0
12,Grant Ledyard,34,0.38888888888888884,0
0,Greg Smith,22,0.8923076923076918,0
1,Greg Smith,23,1.2923076923076922,0
2,Greg Smith,24,-0.007692307692307665,0
3,Greg Smith,25,2.092307692307692,0
4,Greg Smith,26,0.6923076923076925,0
5,Greg Smith,27,1.2923076923076922,0
6,Greg Smith,28,0.7923076923076922,0
7,Greg Smith,29,-1.9076923076923078,0
8,Greg Smith,30,0.49230769230769234,0
9,Greg Smith,31,-1.807692307692308,0
10,Greg Smith,32,-0.6076923076923078,0
11,Greg Smith,33,-0.6076923076923078,1
12,Greg Smith,34,-0.6076923076923078,1
0,Greg de Vries,22,-2.115384615384616,1
1,Greg de Vries,23,-2.115384615384616,1
2,Greg de Vries,24,-2.115384615384616,0
3,Greg de Vries,25,-0.7153846153846155,0
4,Greg de Vries,26,-2.5153846153846153,0
5,Greg de Vries,27,-1.6153846153846156,0
6,Greg de Vries,28,1.6846153846153844,0
7,Greg de Vries,29,3.9846153846153842,0
8,Greg de Vries,30,3.0846153846153848,0
9,Greg de Vries,31,0.3846153846153846,0
10,Greg de Vries,33,1.8846153846153846,0
11,Greg de Vries,34,0.5846153846153843,0
0,Gus Mortson,22,1.2076923076923078,0
1,Gus Mortson,23,1.8076923076923075,0
2,Gus Mortson,24,0.20769230769230784,0
3,Gus Mortson,25,1.2076923076923078,0
4,Gus Mortson,26,1.6076923076923073,0
5,Gus Mortson,27,0.8076923076923075,0
6,Gus Mortson,28,1.5076923076923077,0
7,Gus Mortson,29,-1.9923076923076923,0
8,Gus Mortson,30,-2.1923076923076925,0
9,Gus Mortson,31,-1.1923076923076925,0
10,Gus Mortson,32,0.10769230769230731,0
11,Gus Mortson,33,-0.09230769230769287,0
12,Gus Mortson,34,-2.9923076923076923,0
0,Guy Lapointe,22,2.3374999999999995,0
1,Guy Lapointe,23,1.2374999999999998,0
2,Guy Lapointe,24,4.3374999999999995,0
3,Guy Lapointe,25,1.2374999999999998,0
4,Guy Lapointe,26,5.7375,0
5,Guy Lapointe,27,6.5375000000000005,0
6,Guy Lapointe,28,6.8374999999999995,0
7,Guy Lapointe,29,1.6375000000000002,0
8,Guy Lapointe,30,2.3374999999999995,0
9,Guy Lapointe,31,-2.9625000000000004,0
10,Guy Lapointe,32,-5.1625,0
11,Guy Lapointe,33,-3.5625,0
12,Guy Lapointe,34,-3.4625000000000004,0
0,Hal Gill,22,0.6000000000000001,0
1,Hal Gill,23,0.20000000000000018,0
2,Hal Gill,24,0.2999999999999998,0
3,Hal Gill,25,-0.3999999999999999,0
4,Hal Gill,26,2.5,0
5,Hal Gill,27,1.7000000000000002,0
6,Hal Gill,28,0.8999999999999999,0
7,Hal Gill,30,-0.7999999999999998,0
8,Hal Gill,31,1.2000000000000002,0
9,Hal Gill,32,1.5999999999999996,0
10,Hal Gill,33,-0.2999999999999998,0
11,Hal Gill,34,-0.8999999999999999,0
0,Hal Laycoe,22,0.6090909090909089,1
1,Hal Laycoe,23,0.6090909090909089,1
2,Hal Laycoe,24,0.6090909090909089,0
3,Hal Laycoe,26,1.4090909090909092,0
4,Hal Laycoe,28,-0.9909090909090912,0
5,Hal Laycoe,29,1.709090909090909,0
6,Hal Laycoe,30,0.6090909090909089,0
7,Hal Laycoe,31,0.9090909090909092,0
8,Hal Laycoe,32,1.1090909090909093,0
9,Hal Laycoe,33,0.709090909090909,0
10,Hal Laycoe,34,0.709090909090909,1
0,Harold Snepsts,22,1.7176470588235295,0
1,Harold Snepsts,23,0.31764705882352917,0
2,Harold Snepsts,24,2.117647058823529,0
3,Harold Snepsts,25,1.9176470588235288,0
4,Harold Snepsts,26,0.9176470588235288,0
5,Harold Snepsts,27,2.117647058823529,0
6,Harold Snepsts,28,-1.4823529411764709,0
7,Harold Snepsts,29,0.21764705882352908,0
8,Harold Snepsts,30,-1.4823529411764709,0
9,Harold Snepsts,31,-2.182352941176471,0
10,Harold Snepsts,32,0.41764705882352926,0
11,Harold Snepsts,33,-1.782352941176471,0
12,Harold Snepsts,34,-0.08235294117647074,0
0,Harry Howell,22,-0.9714285714285706,0
1,Harry Howell,23,-0.2714285714285709,0
2,Harry Howell,24,-1.4714285714285706,0
3,Harry Howell,25,0.4285714285714288,0
4,Harry Howell,26,-0.07142857142857117,0
5,Harry Howell,27,-0.9714285714285706,0
6,Harry Howell,28,-0.5714285714285707,0
7,Harry Howell,29,1.0285714285714294,0
8,Harry Howell,30,0.628571428571429,0
9,Harry Howell,31,0.8285714285714292,0
10,Harry Howell,32,-0.7714285714285709,0
11,Harry Howell,33,0.22857142857142954,0
12,Harry Howell,34,4.0285714285714285,0
0,Henrik Tallinder,22,0.033333333333333215,1
1,Henrik Tallinder,23,0.033333333333333215,1
2,Henrik Tallinder,24,0.033333333333333215,0
3,Henrik Tallinder,25,0.033333333333333215,0
4,Henrik Tallinder,27,2.433333333333333,0
5,Henrik Tallinder,28,0.4333333333333331,0
6,Henrik Tallinder,29,0.4333333333333331,0
7,Henrik Tallinder,30,-0.4666666666666668,0
8,Henrik Tallinder,31,2.8333333333333335,0
9,Henrik Tallinder,32,2.3333333333333335,0
10,Henrik Tallinder,33,-2.0666666666666664,0
11,Henrik Tallinder,34,-2.0666666666666664,1
0,Igor Kravchuk,22,1.083333333333333,1
1,Igor Kravchuk,23,1.083333333333333,1
2,Igor Kravchuk,24,1.083333333333333,1
3,Igor Kravchuk,25,1.083333333333333,1
4,Igor Kravchuk,26,1.083333333333333,0
5,Igor Kravchuk,27,2.583333333333333,0
6,Igor Kravchuk,28,-2.0166666666666666,0
7,Igor Kravchuk,29,-0.21666666666666679,0
8,Igor Kravchuk,30,2.083333333333333,0
9,Igor Kravchuk,31,2.083333333333333,0
10,Igor Kravchuk,32,1.9833333333333334,0
11,Igor Kravchuk,33,-0.4166666666666665,0
12,Igor Kravchuk,34,-1.7166666666666668,0
0,Igor Ulanov,22,0.4428571428571426,1
1,Igor Ulanov,23,0.4428571428571426,0
2,Igor Ulanov,24,-0.057142857142857384,0
3,Igor Ulanov,26,1.3428571428571425,0
4,Igor Ulanov,27,0.3428571428571425,0
5,Igor Ulanov,28,-0.5571428571428574,0
6,Igor Ulanov,29,0.8428571428571425,0
7,Igor Ulanov,30,-1.2571428571428576,0
8,Igor Ulanov,31,2.442857142857142,0
9,Igor Ulanov,32,-1.6571428571428575,0
10,Igor Ulanov,33,-0.4571428571428573,0
11,Igor Ulanov,34,1.9428571428571422,0
0,J.C. Tremblay,22,0.13846153846153797,1
1,J.C. Tremblay,23,0.13846153846153797,0
2,J.C. Tremblay,24,-0.7615384615384624,0
3,J.C. Tremblay,25,0.13846153846153797,0
4,J.C. Tremblay,26,-1.1615384615384627,0
5,J.C. Tremblay,27,0.7384615384615376,0
6,J.C. Tremblay,28,0.13846153846153797,0
7,J.C. Tremblay,29,1.938461538461537,0
8,J.C. Tremblay,30,2.138461538461538,0
9,J.C. Tremblay,31,-1.6615384615384627,0
10,J.C. Tremblay,32,3.438461538461537,0
11,J.C. Tremblay,33,4.838461538461537,0
12,J.C. Tremblay,34,4.838461538461537,1
0,J.J. Daigneault,22,-0.15000000000000036,1
1,J.J. Daigneault,23,-0.15000000000000036,1
2,J.J. Daigneault,24,-0.15000000000000036,0
3,J.J. Daigneault,25,0.24999999999999956,0
4,J.J. Daigneault,26,2.85,0
5,J.J. Daigneault,27,1.9499999999999997,0
6,J.J. Daigneault,28,1.35,0
7,J.J. Daigneault,29,-0.5500000000000003,0
8,J.J. Daigneault,30,-0.3500000000000001,0
9,J.J. Daigneault,31,1.0499999999999994,0
10,J.J. Daigneault,32,0.44999999999999973,0
11,J.J. Daigneault,33,-1.3500000000000003,0
12,J.J. Daigneault,34,-2.85,0
0,Jack Crawford,22,2.2461538461538466,0
1,Jack Crawford,23,-0.8538461538461539,0
2,Jack Crawford,24,0.6461538461538461,0
3,Jack Crawford,25,0.24615384615384617,0
4,Jack Crawford,26,1.2461538461538466,0
5,Jack Crawford,27,-1.6538461538461537,0
6,Jack Crawford,28,-0.25384615384615383,0
7,Jack Crawford,29,1.0461538461538464,0
8,Jack Crawford,30,1.146153846153846,0
9,Jack Crawford,31,0.24615384615384617,0
10,Jack Crawford,32,0.6461538461538461,0
11,Jack Crawford,33,-1.2538461538461538,0
12,Jack Crawford,34,-1.2538461538461538,1
0,Jack Evans,22,-1.1285714285714288,0
1,Jack Evans,23,-0.8285714285714287,0
2,Jack Evans,25,-0.22857142857142865,0
3,Jack Evans,26,-1.4285714285714288,0
4,Jack Evans,27,0.27142857142857135,0
5,Jack Evans,28,-0.22857142857142865,0
6,Jack Evans,29,1.8714285714285714,0
7,Jack Evans,30,0.5714285714285712,0
8,Jack Evans,31,0.9714285714285711,0
9,Jack Evans,32,1.6714285714285713,0
10,Jack Evans,33,2.5714285714285716,0
11,Jack Evans,34,1.3714285714285714,0
0,Jack Stewart,22,-1.4083333333333332,0
1,Jack Stewart,23,0.5916666666666668,0
2,Jack Stewart,24,-0.10833333333333339,0
3,Jack Stewart,25,1.4916666666666671,0
4,Jack Stewart,28,0.791666666666667,0
5,Jack Stewart,29,0.5916666666666668,0
6,Jack Stewart,30,2.491666666666667,0
7,Jack Stewart,31,1.791666666666667,0
8,Jack Stewart,32,1.791666666666667,0
9,Jack Stewart,34,-2.6083333333333334,0
0,Jacques Laperriere,22,0.8416666666666668,0
1,Jacques Laperriere,23,0.04166666666666696,0
2,Jacques Laperriere,24,0.6416666666666666,0
3,Jacques Laperriere,25,-1.3583333333333334,0
4,Jacques Laperriere,26,1.3416666666666668,0
5,Jacques Laperriere,27,1.8416666666666668,0
6,Jacques Laperriere,28,2.7416666666666663,0
7,Jacques Laperriere,29,-1.5583333333333336,0
8,Jacques Laperriere,30,0.9416666666666664,0
9,Jacques Laperriere,31,2.7416666666666663,0
10,Jacques Laperriere,32,-2.8583333333333334,0
11,Jacques Laperriere,33,-2.8583333333333334,1
12,Jacques Laperriere,34,-2.8583333333333334,1
0,James Patrick,22,2.3238095238095235,0
1,James Patrick,23,2.3238095238095235,0
2,James Patrick,24,4.023809523809524,0
3,James Patrick,25,1.1238095238095234,0
4,James Patrick,26,3.5238095238095237,0
5,James Patrick,27,2.223809523809524,0
6,James Patrick,28,5.623809523809523,0
7,James Patrick,29,-1.0761904761904764,0
8,James Patrick,30,0.5238095238095237,0
9,James Patrick,31,-3.276190476190476,0
10,James Patrick,32,1.3238095238095235,0
11,James Patrick,34,-1.776190476190476,0
0,James Wisniewski,22,-1.4909090909090907,0
1,James Wisniewski,23,1.3090909090909095,0
2,James Wisniewski,24,0.10909090909090935,0
3,James Wisniewski,25,0.40909090909090917,0
4,James Wisniewski,26,3.509090909090909,0
5,James Wisniewski,27,-0.19090909090909092,0
6,James Wisniewski,29,4.20909090909091,0
7,James Wisniewski,30,0.40909090909090917,0
8,James Wisniewski,31,0.40909090909090917,1
9,James Wisniewski,32,0.40909090909090917,1
10,James Wisniewski,33,0.40909090909090917,1
11,James Wisniewski,34,0.40909090909090917,1
0,Jamie Macoun,22,0.5499999999999998,0
1,Jamie Macoun,23,2.3500000000000005,0
2,Jamie Macoun,24,0.6500000000000004,0
3,Jamie Macoun,25,2.6500000000000004,0
4,Jamie Macoun,27,2.45,0
5,Jamie Macoun,28,2.75,0
6,Jamie Macoun,29,0.8500000000000005,0
7,Jamie Macoun,30,0.8500000000000005,0
8,Jamie Macoun,31,0.6500000000000004,0
9,Jamie Macoun,32,0.5499999999999998,0
10,Jamie Macoun,33,-2.25,0
11,Jamie Macoun,34,-0.8499999999999996,0
