,Unnamed: 0,Rk,Player,Tm,Pos,Age,GP,G,A,+/-,PIM,PS,GW,S,S%,TOI,Year,PTS,Player_season,career_len,age_max,age_min,PPG,PPG_past,PPG_delta,PPG_career,PS_career,Pos_group,PS_career_mean,PS_normalized,career
15344,63,58,Aaron Broten,NJD,C,22,73,16,39,-21.0,28.0,3.0,1.0,126.0,12.7,,1983,55,2,11,31,20,0.7534246575342466,0.6724137931034483,0.0810108644307983,0.7620320855614974,31.0,FWD,2.5833333333333335,0.4166666666666665,9
16004,70,59,Aaron Broten,NJD,C,23,80,13,23,-29.0,36.0,1.0,1.0,103.0,12.6,,1984,36,3,11,31,20,0.45,0.7534246575342466,-0.3034246575342466,0.7620320855614974,31.0,FWD,2.5833333333333335,-1.5833333333333335,9
16712,62,55,Aaron Broten,NJD,LW,24,80,22,35,-18.0,38.0,3.3,2.0,169.0,13.0,,1985,57,4,11,31,20,0.7125,0.45,0.2625,0.7620320855614974,31.0,FWD,2.5833333333333335,0.7166666666666663,9
17385,71,53,Aaron Broten,NJD,LW,25,66,18,25,2.0,26.0,2.4,1.0,157.0,11.5,,1986,43,5,11,31,20,0.6515151515151515,0.7125,-0.06098484848484853,0.7620320855614974,31.0,FWD,2.5833333333333335,-0.18333333333333357,9
18116,72,56,Aaron Broten,NJD,LW,26,80,26,53,4.0,36.0,5.9,3.0,179.0,14.5,,1987,79,6,11,31,20,0.9875,0.6515151515151515,0.33598484848484855,0.7620320855614974,31.0,FWD,2.5833333333333335,3.316666666666667,9
18829,69,58,Aaron Broten,NJD,LW,27,80,26,57,20.0,80.0,6.6,4.0,180.0,14.4,,1988,83,7,11,31,20,1.0375,0.9875,0.050000000000000044,0.7620320855614974,31.0,FWD,2.5833333333333335,4.016666666666666,9
19613,68,54,Aaron Broten,NJD,C,28,80,16,43,-7.0,81.0,3.1,2.0,178.0,9.0,,1989,59,8,11,31,20,0.7375,1.0375,-0.30000000000000004,0.7620320855614974,31.0,FWD,2.5833333333333335,0.5166666666666666,9
20408,66,55,Aaron Broten,TOT,C,29,77,19,17,-23.0,58.0,1.5,2.0,148.0,12.8,,1990,72,9,11,31,20,0.935064935064935,0.7375,0.197564935064935,0.7620320855614974,31.0,FWD,2.5833333333333335,-1.0833333333333335,9
21179,63,56,Aaron Broten,TOT,LW,30,47,11,8,9.0,38.0,1.5,1.0,85.0,12.9,,1991,38,10,11,31,20,0.8085106382978723,0.935064935064935,-0.12655429676706276,0.7620320855614974,31.0,FWD,2.5833333333333335,-1.0833333333333335,9
50718,84,78,Ab McDonald,MTL,LW,22,69,13,23,,35.0,2.8,1.0,,,,1959,36,8,13,35,22,0.5217391304347826,0.2631578947368421,0.2585812356979405,0.5643044619422573,35.3,FWD,2.5214285714285714,0.27857142857142847,11
50852,87,82,Ab McDonald,MTL,LW,23,68,9,13,1.0,26.0,1.1,0.0,104.0,8.7,,1960,22,9,13,35,22,0.3235294117647059,0.5217391304347826,-0.1982097186700767,0.5643044619422573,35.3,FWD,2.5214285714285714,-1.4214285714285713,11
51004,97,88,Ab McDonald,CBH,LW,24,61,17,16,24.0,22.0,2.8,2.0,136.0,12.5,,1961,33,10,13,35,22,0.5409836065573771,0.3235294117647059,0.2174541947926712,0.5643044619422573,35.3,FWD,2.5214285714285714,0.27857142857142847,11
51163,96,89,Ab McDonald,CBH,LW,25,65,22,18,4.0,8.0,3.7,4.0,159.0,13.8,,1962,40,11,13,35,22,0.6153846153846154,0.5409836065573771,0.07440100882723832,0.5643044619422573,35.3,FWD,2.5214285714285714,1.1785714285714288,11
51301,95,90,Ab McDonald,CBH,LW,26,69,20,41,21.0,12.0,5.3,4.0,174.0,11.5,,1963,61,12,13,35,22,0.8840579710144928,0.6153846153846154,0.2686733556298774,0.5643044619422573,35.3,FWD,2.5214285714285714,2.7785714285714285,11
51459,109,96,Ab McDonald,CBH,LW,27,70,14,32,21.0,17.0,4.0,3.0,193.0,7.3,,1964,46,13,13,35,22,0.6571428571428571,0.8840579710144928,-0.22691511387163565,0.5643044619422573,35.3,FWD,2.5214285714285714,1.4785714285714286,11
7477,107,92,Ab McDonald,BOS,LW,28,60,9,9,-28.0,6.0,0.4,3.0,104.0,8.7,,1965,18,0,13,35,22,0.3,,,0.5643044619422573,35.3,FWD,2.5214285714285714,-2.1214285714285714,11
7652,114,99,Ab McDonald,DET,LW,29,43,6,16,13.0,6.0,1.2,0.0,70.0,8.6,,1966,22,1,13,35,22,0.5116279069767442,0.3,0.21162790697674422,0.5643044619422573,35.3,FWD,2.5214285714285714,-1.3214285714285714,11
8071,199,170,Ab McDonald,PIT,LW,31,74,22,21,-4.0,38.0,4.0,2.0,185.0,11.9,,1968,43,3,13,35,22,0.581081081081081,0.16666666666666666,0.4144144144144144,0.5643044619422573,35.3,FWD,2.5214285714285714,1.4785714285714286,11
8401,202,171,Ab McDonald,STL,LW,32,68,21,21,18.0,12.0,4.3,4.0,138.0,15.2,,1969,42,4,13,35,22,0.6176470588235294,0.581081081081081,0.03656597774244841,0.5643044619422573,35.3,FWD,2.5214285714285714,1.7785714285714285,11
8726,192,167,Ab McDonald,STL,LW,33,64,25,30,12.0,8.0,6.2,4.0,170.0,14.7,,1970,55,5,13,35,22,0.859375,0.6176470588235294,0.24172794117647056,0.5643044619422573,35.3,FWD,2.5214285714285714,3.678571428571429,11
8883,19,12,Ace Bailey,BOS,LW,22,36,0,6,2.0,44.0,-0.9,0.0,33.0,0.0,,1971,6,2,9,29,20,0.16666666666666666,0.3793103448275862,-0.21264367816091953,0.7095070422535211,13.5,FWD,1.35,-2.25,8
9300,9,10,Ace Bailey,BOS,LW,23,73,9,13,11.0,64.0,0.6,0.0,64.0,14.1,,1972,22,3,9,29,20,0.3013698630136986,0.16666666666666666,0.13470319634703196,0.7095070422535211,13.5,FWD,1.35,-0.7500000000000001,8
9727,9,8,Ace Bailey,TOT,LW,24,70,10,24,8.0,105.0,1.5,1.0,95.0,10.5,,1973,68,4,9,29,20,0.9714285714285714,0.3013698630136986,0.6700587084148728,0.7095070422535211,13.5,FWD,1.35,0.1499999999999999,8
10149,9,8,Ace Bailey,TOT,LW,25,67,16,17,-11.0,53.0,2.1,2.0,113.0,14.2,,1974,66,5,9,29,20,0.9850746268656716,0.9714285714285714,0.01364605543710018,0.7095070422535211,13.5,FWD,1.35,0.75,8
10632,16,13,Ace Bailey,TOT,LW,26,71,19,39,-33.0,121.0,3.3,1.0,147.0,12.9,,1975,116,6,9,29,20,1.6338028169014085,0.9850746268656716,0.6487281900357369,0.7095070422535211,13.5,FWD,1.35,1.9499999999999997,8
11187,16,15,Ace Bailey,WSH,LW,27,67,13,19,-42.0,75.0,0.9,2.0,131.0,9.9,,1976,32,7,9,29,20,0.47761194029850745,1.6338028169014085,-1.156190876602901,0.7095070422535211,13.5,FWD,1.35,-0.45000000000000007,8
11680,12,13,Ace Bailey,WSH,LW,28,78,19,27,-21.0,51.0,2.9,2.0,153.0,12.4,,1977,46,8,9,29,20,0.5897435897435898,0.47761194029850745,0.1121316494450823,0.7095070422535211,13.5,FWD,1.35,1.5499999999999998,8
12185,20,15,Ace Bailey,WSH,LW,29,40,7,12,-12.0,28.0,0.9,2.0,58.0,12.1,,1978,19,9,9,29,20,0.475,0.5897435897435898,-0.11474358974358978,0.7095070422535211,13.5,FWD,1.35,-0.45000000000000007,8
18898,141,117,Adam Creighton,BUF,C,22,36,10,17,7.0,87.0,2.0,1.0,61.0,16.4,,1988,27,4,13,31,18,0.75,0.7142857142857143,0.0357142857142857,0.6850282485875706,27.6,FWD,1.9714285714285715,0.02857142857142847,9
19688,146,113,Adam Creighton,TOT,LW,23,67,22,24,-9.0,136.0,3.0,4.0,155.0,14.2,,1989,92,5,13,31,18,1.373134328358209,0.75,0.6231343283582089,0.6850282485875706,27.6,FWD,1.9714285714285715,1.0285714285714285,9
20482,143,115,Adam Creighton,CHI,LW,24,80,34,36,4.0,224.0,5.6,3.0,156.0,21.8,,1990,70,6,13,31,18,0.875,1.373134328358209,-0.4981343283582089,0.6850282485875706,27.6,FWD,1.9714285714285715,3.628571428571428,9
21256,144,121,Adam Creighton,CHI,C,25,72,22,29,0.0,135.0,4.0,6.0,127.0,17.3,,1991,51,7,13,31,18,0.7083333333333334,0.875,-0.16666666666666663,0.6850282485875706,27.6,FWD,1.9714285714285715,2.0285714285714285,9
22085,166,136,Adam Creighton,TOT,C,26,77,21,15,-5.0,118.0,2.2,2.0,140.0,15.0,,1992,72,8,13,31,18,0.935064935064935,0.7083333333333334,0.22673160173160167,0.6850282485875706,27.6,FWD,1.9714285714285715,0.22857142857142865,9
22965,167,135,Adam Creighton,TBL,C,27,83,19,20,-19.0,110.0,2.0,0.0,168.0,11.3,,1993,39,9,13,31,18,0.46987951807228917,0.935064935064935,-0.4651854169926459,0.6850282485875706,27.6,FWD,1.9714285714285715,0.02857142857142847,9
23814,175,134,Adam Creighton,TBL,LW,28,53,10,10,-7.0,37.0,1.3,1.0,77.0,13.0,,1994,20,10,13,31,18,0.37735849056603776,0.46987951807228917,-0.09252102750625141,0.6850282485875706,27.6,FWD,1.9714285714285715,-0.6714285714285715,9
24795,151,122,Adam Creighton,STL,C,29,48,14,20,17.0,74.0,3.4,1.0,81.0,17.3,,1995,34,11,13,31,18,0.7083333333333334,0.37735849056603776,0.3309748427672956,0.6850282485875706,27.6,FWD,1.9714285714285715,1.4285714285714284,9
25722,175,133,Adam Creighton,STL,C,30,61,11,10,0.0,78.0,1.4,3.0,98.0,11.2,,1996,21,12,13,31,18,0.3442622950819672,0.7083333333333334,-0.36407103825136616,0.6850282485875706,27.6,FWD,1.9714285714285715,-0.5714285714285716,9
21385,277,220,Adam Graves,EDM,C,22,76,7,18,-21.0,127.0,-0.1,1.0,126.0,5.6,,1991,25,3,15,34,19,0.32894736842105265,0.5789473684210527,-0.25,0.5538194444444444,52.7,FWD,3.29375,-3.3937500000000003,13
22219,306,246,Adam Graves,NYR,LW,23,80,26,33,19.0,139.0,5.0,4.0,228.0,11.4,,1992,59,4,15,34,19,0.7375,0.32894736842105265,0.4085526315789474,0.5538194444444444,52.7,FWD,3.29375,1.7062499999999998,13
23087,295,241,Adam Graves,NYR,LW,24,84,36,29,-4.0,148.0,5.5,6.0,275.0,13.1,,1993,65,5,15,34,19,0.7738095238095238,0.7375,0.03630952380952379,0.5538194444444444,52.7,FWD,3.29375,2.20625,13
23967,334,247,Adam Graves,NYR,LW,25,84,52,27,27.0,127.0,9.8,4.0,291.0,17.9,,1994,79,6,15,34,19,0.9404761904761905,0.7738095238095238,0.16666666666666663,0.5538194444444444,52.7,FWD,3.29375,6.5062500000000005,13
24944,305,231,Adam Graves,NYR,LW,26,47,17,14,9.0,51.0,3.7,3.0,185.0,9.2,,1995,31,7,15,34,19,0.6595744680851063,0.9404761904761905,-0.28090172239108413,0.5538194444444444,52.7,FWD,3.29375,0.40625,13
25866,325,246,Adam Graves,NYR,LW,27,82,22,36,18.0,100.0,5.1,2.0,266.0,8.3,,1996,58,8,15,34,19,0.7073170731707317,0.6595744680851063,0.047742605085625334,0.5538194444444444,52.7,FWD,3.29375,1.8062499999999995,13
26855,291,225,Adam Graves,NYR,LW,28,82,33,28,10.0,66.0,6.8,3.0,269.0,12.3,,1997,61,9,15,34,19,0.7439024390243902,0.7073170731707317,0.03658536585365857,0.5538194444444444,52.7,FWD,3.29375,3.5062499999999996,13
27801,295,231,Adam Graves,NYR,LW,29,72,23,12,-30.0,41.0,3.1,2.0,226.0,10.2,,1998,35,10,15,34,19,0.4861111111111111,0.7439024390243902,-0.25779132791327913,0.5538194444444444,52.7,FWD,3.29375,-0.1937500000000001,13
28794,330,239,Adam Graves,NYR,LW,30,82,38,15,-12.0,47.0,6.3,7.0,239.0,15.9,1685.0,1999,53,11,15,34,19,0.6463414634146342,0.4861111111111111,0.16023035230352306,0.5538194444444444,52.7,FWD,3.29375,3.0062499999999996,13
29838,335,254,Adam Graves,NYR,LW,31,77,23,17,-15.0,14.0,3.5,4.0,194.0,11.9,1445.0,2000,40,12,15,34,19,0.5194805194805194,0.6463414634146342,-0.12686094393411473,0.5538194444444444,52.7,FWD,3.29375,0.20624999999999982,13
30865,323,269,Adam Graves,NYR,LW,32,82,10,16,-16.0,77.0,0.5,1.0,136.0,7.4,1290.0,2001,26,13,15,34,19,0.3170731707317073,0.5194805194805194,-0.2024073487488121,0.5538194444444444,52.7,FWD,3.29375,-2.79375,13
31936,333,252,Adam Graves,SJS,LW,33,81,17,14,11.0,51.0,3.2,1.0,139.0,12.2,1279.0,2002,31,14,15,34,19,0.38271604938271603,0.3170731707317073,0.06564287865100871,0.5538194444444444,52.7,FWD,3.29375,-0.09375,13
33014,328,260,Adam Graves,SJS,LW,34,82,9,9,-14.0,32.0,0.5,0.0,118.0,7.6,1070.0,2003,18,15,15,34,19,0.21951219512195122,0.38271604938271603,-0.1632038542607648,0.5538194444444444,52.7,FWD,3.29375,-2.79375,13
33031,346,274,Adam Hall,NSH,RW,22,79,16,12,-8.0,31.0,2.9,2.0,146.0,11.0,1117.0,2003,28,1,10,33,21,0.35443037974683544,1.0,-0.6455696202531646,0.2595307917888563,5.3,FWD,0.4818181818181818,2.418181818181818,10
34126,342,266,Adam Hall,NSH,RW,23,79,13,14,-8.0,37.0,2.0,1.0,151.0,8.6,1283.0,2004,27,2,10,33,21,0.34177215189873417,0.35443037974683544,-0.012658227848101278,0.2595307917888563,5.3,FWD,0.4818181818181818,1.518181818181818,10
35245,330,262,Adam Hall,NSH,RW,25,75,14,15,0.0,40.0,2.0,5.0,122.0,11.5,1258.0,2006,29,3,10,33,21,0.38666666666666666,0.34177215189873417,0.04489451476793249,0.2595307917888563,5.3,FWD,0.4818181818181818,1.518181818181818,10
36308,330,263,Adam Hall,TOT,RW,26,72,6,11,-11.0,26.0,0.5,0.0,103.0,5.8,891.0,2007,34,4,10,33,21,0.4722222222222222,0.38666666666666666,0.08555555555555555,0.2595307917888563,5.3,FWD,0.4818181818181818,0.018181818181818188,10
37330,323,263,Adam Hall,PIT,RW,27,46,2,4,-2.0,24.0,-0.3,0.0,39.0,5.1,546.0,2008,6,5,10,33,21,0.13043478260869565,0.4722222222222222,-0.34178743961352653,0.2595307917888563,5.3,FWD,0.4818181818181818,-0.7818181818181817,10
38306,326,269,Adam Hall,TBL,RW,28,74,5,5,-9.0,29.0,-0.3,0.0,90.0,5.6,829.0,2009,10,6,10,33,21,0.13513513513513514,0.13043478260869565,0.004700352526439494,0.2595307917888563,5.3,FWD,0.4818181818181818,-0.7818181818181817,10
40403,354,300,Adam Hall,TBL,RW,30,82,7,11,-12.0,32.0,0.1,1.0,167.0,4.2,1218.0,2011,18,7,10,33,21,0.21951219512195122,0.13513513513513514,0.08437705998681608,0.2595307917888563,5.3,FWD,0.4818181818181818,-0.38181818181818183,10
41468,382,317,Adam Hall,TBL,RW,31,57,2,5,-11.0,17.0,-0.8,1.0,63.0,3.2,676.0,2012,7,8,10,33,21,0.12280701754385964,0.21951219512195122,-0.09670517757809158,0.2595307917888563,5.3,FWD,0.4818181818181818,-1.2818181818181817,10
42476,352,301,Adam Hall,TOT,RW,32,37,0,4,0.0,23.0,-0.3,0.0,34.0,0.0,390.0,2013,8,9,10,33,21,0.21621621621621623,0.12280701754385964,0.09340919867235659,0.2595307917888563,5.3,FWD,0.4818181818181818,-0.7818181818181817,10
43448,376,328,Adam Hall,PHI,RW,33,80,4,5,-15.0,23.0,-0.6,0.0,61.0,6.6,787.0,2014,9,10,10,33,21,0.1125,0.21621621621621623,-0.10371621621621623,0.2595307917888563,5.3,FWD,0.4818181818181818,-1.0818181818181818,10
33271,596,465,Adam Mair,BUF,C,23,79,6,11,-4.0,146.0,1.1,1.0,83.0,7.2,839.0,2003,17,3,10,31,20,0.21518987341772153,0.1111111111111111,0.10407876230661042,0.1886178861788618,5.4,FWD,0.49090909090909096,0.6090909090909091,8
34364,590,461,Adam Mair,BUF,RW,24,81,6,14,-3.0,146.0,1.5,1.0,82.0,7.3,780.0,2004,20,4,10,31,20,0.24691358024691357,0.21518987341772153,0.03172370682919204,0.1886178861788618,5.4,FWD,0.49090909090909096,1.009090909090909,8
35447,540,439,Adam Mair,BUF,C,26,40,2,5,-2.0,47.0,0.3,0.0,40.0,5.0,320.0,2006,7,5,10,31,20,0.175,0.24691358024691357,-0.07191358024691358,0.1886178861788618,5.4,FWD,0.49090909090909096,-0.19090909090909097,8
36509,539,437,Adam Mair,BUF,C,27,82,2,9,-1.0,128.0,-0.2,0.0,73.0,2.7,619.0,2007,11,6,10,31,20,0.13414634146341464,0.175,-0.04085365853658535,0.1886178861788618,5.4,FWD,0.49090909090909096,-0.6909090909090909,8
37531,533,442,Adam Mair,BUF,C,28,72,5,12,-2.0,66.0,1.0,2.0,62.0,8.1,638.0,2008,17,7,10,31,20,0.2361111111111111,0.13414634146341464,0.10196476964769646,0.1886178861788618,5.4,FWD,0.49090909090909096,0.509090909090909,8
38517,546,452,Adam Mair,BUF,C,29,75,8,11,4.0,95.0,1.6,1.0,75.0,10.7,793.0,2009,19,8,10,31,20,0.25333333333333335,0.2361111111111111,0.01722222222222225,0.1886178861788618,5.4,FWD,0.49090909090909096,1.1090909090909091,8
39570,570,467,Adam Mair,BUF,C,30,69,6,8,-2.0,73.0,1.0,0.0,67.0,9.0,637.0,2010,14,9,10,31,20,0.2028985507246377,0.25333333333333335,-0.05043478260869566,0.1886178861788618,5.4,FWD,0.49090909090909096,0.509090909090909,8
40605,565,473,Adam Mair,NJD,C,31,65,1,3,-16.0,45.0,-0.9,0.0,58.0,1.7,591.0,2011,4,10,10,31,20,0.06153846153846154,0.2028985507246377,-0.14136008918617615,0.1886178861788618,5.4,FWD,0.49090909090909096,-1.390909090909091,8
17821,526,431,Adam Oates,DET,C,23,38,9,11,-25.0,10.0,0.5,1.0,49.0,18.4,,1986,20,0,18,41,23,0.5263157894736842,,,1.2557965594614808,116.89999999999999,FWD,6.152631578947368,-5.652631578947368,12
18551,526,430,Adam Oates,DET,C,24,76,15,32,-1.0,21.0,2.8,1.0,138.0,10.9,,1987,47,1,18,41,23,0.618421052631579,0.5263157894736842,0.0921052631578948,1.2557965594614808,116.89999999999999,FWD,6.152631578947368,-3.352631578947368,12
19310,571,464,Adam Oates,DET,C,25,63,14,40,16.0,20.0,3.8,3.0,111.0,12.6,,1988,54,2,18,41,23,0.8571428571428571,0.618421052631579,0.2387218045112781,1.2557965594614808,116.89999999999999,FWD,6.152631578947368,-2.352631578947368,12
20119,595,468,Adam Oates,DET,C,26,69,16,62,-1.0,14.0,5.0,1.0,127.0,12.6,,1989,78,3,18,41,23,1.1304347826086956,0.8571428571428571,0.27329192546583847,1.2557965594614808,116.89999999999999,FWD,6.152631578947368,-1.1526315789473678,12
20885,564,461,Adam Oates,STL,C,27,80,23,79,9.0,30.0,7.6,3.0,168.0,13.7,,1990,102,4,18,41,23,1.275,1.1304347826086956,0.14456521739130435,1.2557965594614808,116.89999999999999,FWD,6.152631578947368,1.4473684210526319,12
21669,573,456,Adam Oates,STL,C,28,61,25,90,15.0,29.0,9.6,3.0,139.0,18.0,,1991,115,5,18,41,23,1.8852459016393444,1.275,0.6102459016393444,1.2557965594614808,116.89999999999999,FWD,6.152631578947368,3.447368421052632,12
22540,639,499,Adam Oates,TOT,C,29,80,20,79,-9.0,22.0,6.9,4.0,191.0,10.5,,1992,198,6,18,41,23,2.475,1.8852459016393444,0.5897540983606557,1.2557965594614808,116.89999999999999,FWD,6.152631578947368,0.7473684210526326,12
23386,606,492,Adam Oates,BOS,C,30,84,45,97,15.0,32.0,12.2,11.0,254.0,17.7,,1993,142,7,18,41,23,1.6904761904761905,2.475,-0.7845238095238096,1.2557965594614808,116.89999999999999,FWD,6.152631578947368,6.0473684210526315,12
24344,725,538,Adam Oates,BOS,C,31,77,32,80,10.0,45.0,10.5,3.0,197.0,16.2,,1994,112,8,18,41,23,1.4545454545454546,1.6904761904761905,-0.23593073593073588,1.2557965594614808,116.89999999999999,FWD,6.152631578947368,4.347368421052632,12
25268,643,505,Adam Oates,BOS,C,32,48,12,41,-11.0,8.0,4.5,2.0,109.0,11.0,,1995,53,9,18,41,23,1.1041666666666667,1.4545454545454546,-0.35037878787878785,1.2557965594614808,116.89999999999999,FWD,6.152631578947368,-1.6526315789473678,12
26242,714,518,Adam Oates,BOS,C,33,70,25,67,16.0,18.0,8.9,2.0,183.0,13.7,,1996,92,10,18,41,23,1.3142857142857143,1.1041666666666667,0.21011904761904754,1.2557965594614808,116.89999999999999,FWD,6.152631578947368,2.7473684210526326,12
27191,640,500,Adam Oates,TOT,C,34,80,22,60,-5.0,14.0,7.6,5.0,160.0,13.8,,1997,164,11,18,41,23,2.05,1.3142857142857143,0.7357142857142855,1.2557965594614808,116.89999999999999,FWD,6.152631578947368,1.4473684210526319,12
10911,306,233,Al MacAdam,CGS,RW,22,80,18,25,-22.0,55.0,2.3,1.0,159.0,11.3,,1975,43,1,11,32,21,0.5375,0.0,0.5375,0.6840277777777778,40.4,FWD,3.3666666666666667,-1.0666666666666669,11
11431,271,228,Al MacAdam,CGS,RW,23,80,32,31,-10.0,49.0,5.5,5.0,177.0,18.1,,1976,63,2,11,32,21,0.7875,0.5375,0.25,0.6840277777777778,40.4,FWD,3.3666666666666667,2.1333333333333333,11
11921,264,232,Al MacAdam,CLE,RW,24,80,22,41,-2.0,68.0,5.0,3.0,192.0,11.5,,1977,63,3,11,32,21,0.7875,0.7875,0.0,0.6840277777777778,40.4,FWD,3.3666666666666667,1.6333333333333333,11
12461,308,248,Al MacAdam,CLE,LW,25,80,16,32,-17.0,42.0,2.7,1.0,149.0,10.7,,1978,48,4,11,32,21,0.6,0.7875,-0.1875,0.6840277777777778,40.4,FWD,3.3666666666666667,-0.6666666666666665,11
12969,274,236,Al MacAdam,MNS,LW,26,69,24,34,0.0,30.0,4.9,4.0,135.0,17.8,,1979,58,5,11,32,21,0.8405797101449275,0.6,0.24057971014492752,0.6840277777777778,40.4,FWD,3.3666666666666667,1.5333333333333337,11
13579,381,313,Al MacAdam,MNS,LW,27,80,42,51,36.0,24.0,9.4,3.0,170.0,24.7,,1980,93,6,11,32,21,1.1625,0.8405797101449275,0.3219202898550726,0.6840277777777778,40.4,FWD,3.3666666666666667,6.033333333333333,11
14246,366,305,Al MacAdam,MNS,RW,28,78,21,39,-6.0,94.0,3.7,7.0,145.0,14.5,,1981,60,7,11,32,21,0.7692307692307693,1.1625,-0.3932692307692308,0.6840277777777778,40.4,FWD,3.3666666666666667,0.3333333333333335,11
14949,400,330,Al MacAdam,MNS,RW,29,79,18,43,9.0,37.0,3.4,4.0,141.0,12.8,,1982,61,8,11,32,21,0.7721518987341772,0.7692307692307693,0.0029211295034079487,0.6840277777777778,40.4,FWD,3.3666666666666667,0.033333333333333215,11
15649,382,335,Al MacAdam,MNS,RW,30,73,11,22,3.0,60.0,1.4,2.0,93.0,11.8,,1983,33,9,11,32,21,0.4520547945205479,0.7721518987341772,-0.3200971042136293,0.6840277777777778,40.4,FWD,3.3666666666666667,-1.9666666666666668,11
16337,418,354,Al MacAdam,MNS,RW,31,80,22,13,-3.0,23.0,1.6,1.0,104.0,21.2,,1984,35,10,11,32,21,0.4375,0.4520547945205479,-0.01455479452054792,0.6840277777777778,40.4,FWD,3.3666666666666667,-1.7666666666666666,11
17014,378,339,Al MacAdam,VAN,LW,32,80,14,20,-30.0,27.0,0.7,2.0,78.0,17.9,,1985,34,11,11,32,21,0.425,0.4375,-0.012500000000000011,0.6840277777777778,40.4,FWD,3.3666666666666667,-2.666666666666667,11
14445,573,471,Al Secord,TOT,LW,22,59,13,12,-2.0,187.0,0.9,2.0,122.0,10.7,,1981,50,2,11,31,20,0.847457627118644,0.5064935064935064,0.3409641206251376,0.7010443864229765,33.5,FWD,2.7916666666666665,-1.8916666666666666,9
15165,625,510,Al Secord,CBH,LW,23,80,44,31,-17.0,303.0,5.3,6.0,215.0,20.5,,1982,75,3,11,31,20,0.9375,0.847457627118644,0.09004237288135597,0.7010443864229765,33.5,FWD,2.7916666666666665,2.5083333333333333,9
15829,571,505,Al Secord,CBH,LW,24,80,54,32,35.0,180.0,8.6,6.0,240.0,22.5,,1983,86,4,11,31,20,1.075,0.9375,0.13749999999999996,0.7010443864229765,33.5,FWD,2.7916666666666665,5.808333333333334,9
17194,567,503,Al Secord,CBH,LW,26,51,15,11,0.0,193.0,1.5,2.0,109.0,13.8,,1985,26,6,11,31,20,0.5098039215686274,0.5714285714285714,-0.06162464985994398,0.7010443864229765,33.5,FWD,2.7916666666666665,-1.2916666666666665,9
17925,634,515,Al Secord,CBH,LW,27,80,40,36,10.0,201.0,5.9,3.0,210.0,19.0,,1986,76,7,11,31,20,0.95,0.5098039215686274,0.44019607843137254,0.7010443864229765,33.5,FWD,2.7916666666666665,3.108333333333334,9
18652,631,517,Al Secord,CHI,LW,28,77,29,30,-17.0,196.0,3.7,3.0,177.0,16.4,,1987,59,8,11,31,20,0.7662337662337663,0.95,-0.1837662337662337,0.7010443864229765,33.5,FWD,2.7916666666666665,0.9083333333333337,9
19414,679,552,Al Secord,TOR,LW,29,74,15,27,-21.0,221.0,1.7,0.0,149.0,10.1,,1988,42,9,11,31,20,0.5675675675675675,0.7662337662337663,-0.19866619866619872,0.7010443864229765,33.5,FWD,2.7916666666666665,-1.0916666666666666,9
20215,695,554,Al Secord,TOT,RW,30,60,6,10,-20.0,109.0,-0.5,1.0,67.0,9.0,,1989,32,10,11,31,20,0.5333333333333333,0.5675675675675675,-0.03423423423423422,0.7010443864229765,33.5,FWD,2.7916666666666665,-3.2916666666666665,9
20985,668,543,Al Secord,CHI,LW,31,43,14,7,5.0,131.0,1.6,0.0,68.0,20.6,,1990,21,11,11,31,20,0.4883720930232558,0.5333333333333333,-0.04496124031007753,0.7010443864229765,33.5,FWD,2.7916666666666665,-1.1916666666666664,9
13323,114,93,Alain Cote,QUE,LW,22,41,5,11,-8.0,13.0,0.3,1.0,58.0,8.6,,1980,16,0,9,31,22,0.3902439024390244,,,0.4367816091954023,9.8,FWD,0.9800000000000001,-0.6800000000000002,10
13999,108,92,Alain Cote,QUE,LW,23,51,8,18,9.0,64.0,1.2,2.0,65.0,12.3,,1981,26,1,9,31,22,0.5098039215686274,0.3902439024390244,0.11956001912960301,0.4367816091954023,9.8,FWD,0.9800000000000001,0.21999999999999986,10
14670,109,98,Alain Cote,QUE,LW,24,79,15,16,-11.0,82.0,0.5,1.0,95.0,15.8,,1982,31,2,9,31,22,0.3924050632911392,0.5098039215686274,-0.1173988582774882,0.4367816091954023,9.8,FWD,0.9800000000000001,-0.4800000000000001,10
15385,106,97,Alain Cote,QUE,LW,25,79,12,28,-1.0,45.0,1.1,0.0,88.0,13.6,,1983,40,3,9,31,22,0.5063291139240507,0.3924050632911392,0.11392405063291144,0.4367816091954023,9.8,FWD,0.9800000000000001,0.12,10
16055,124,102,Alain Cote,QUE,LW,26,77,19,24,21.0,41.0,2.5,1.0,116.0,16.4,,1984,43,4,9,31,22,0.5584415584415584,0.5063291139240507,0.05211244451750774,0.4367816091954023,9.8,FWD,0.9800000000000001,1.52,10
16747,99,88,Alain Cote,QUE,LW,27,80,13,22,16.0,31.0,1.5,0.0,127.0,10.2,,1985,35,5,9,31,22,0.4375,0.5584415584415584,-0.1209415584415584,0.4367816091954023,9.8,FWD,0.9800000000000001,0.5199999999999999,10
17437,125,95,Alain Cote,QUE,LW,28,78,13,21,-3.0,29.0,1.2,2.0,120.0,10.8,,1986,40,6,9,31,22,0.5128205128205128,0.4375,0.07532051282051277,0.4367816091954023,9.8,FWD,0.9800000000000001,0.21999999999999986,10
