,Unnamed: 0,Rk,Player,Tm,Pos,Age,GP,G,A,+/-,PIM,PS,GW,S,S%,TOI,Year,PTS,Player_season,career_len,age_max,age_min,PPG,PPG_past,PPG_delta,PPG_career,PS_career,Pos_group,PS_career_mean,PS_normalized,career
18169,128,104,Alain Cote,QUE,RW,29,80,12,24,-3.0,38.0,1.7,1.0,131.0,9.2,,1987,36,7,9,31,22,0.45,0.5128205128205128,-0.06282051282051276,0.4367816091954023,9.8,FWD,0.9800000000000001,0.7199999999999999,10
18886,129,109,Alain Cote,QUE,RW,30,76,4,18,3.0,26.0,0.2,0.0,84.0,4.8,,1988,22,8,9,31,22,0.2894736842105263,0.45,-0.16052631578947368,0.4367816091954023,9.8,FWD,0.9800000000000001,-0.78,10
19678,136,105,Alain Cote,QUE,LW,31,55,2,8,-1.0,14.0,-0.4,0.0,31.0,6.5,,1989,15,9,9,31,22,0.2727272727272727,0.2894736842105263,-0.01674641148325362,0.4367816091954023,9.8,FWD,0.9800000000000001,-1.3800000000000001,10
35269,355,286,Ales Hemsky,EDM,RW,22,81,19,58,-5.0,64.0,6.9,4.0,178.0,10.7,1375.0,2006,77,5,14,34,19,0.9506172839506173,0.4788732394366197,0.4717440445139976,0.727810650887574,54.7,FWD,3.646666666666667,3.2533333333333334,10
36337,360,285,Ales Hemsky,EDM,RW,23,64,13,40,-7.0,40.0,4.9,1.0,122.0,10.7,1087.0,2007,53,6,14,34,19,0.828125,0.9506172839506173,-0.12249228395061729,0.727810650887574,54.7,FWD,3.646666666666667,1.2533333333333334,10
37354,348,285,Ales Hemsky,EDM,RW,24,74,20,51,-9.0,34.0,7.2,2.0,184.0,10.9,1375.0,2008,71,7,14,34,19,0.9594594594594594,0.828125,0.13133445945945943,0.727810650887574,54.7,FWD,3.646666666666667,3.5533333333333332,10
38331,352,292,Ales Hemsky,EDM,RW,25,72,23,43,1.0,32.0,6.7,2.0,185.0,12.4,1343.0,2009,66,8,14,34,19,0.9166666666666666,0.9594594594594594,-0.0427927927927928,0.727810650887574,54.7,FWD,3.646666666666667,3.0533333333333332,10
40429,382,324,Ales Hemsky,EDM,RW,27,47,14,28,3.0,18.0,4.7,1.0,100.0,14.0,859.0,2011,42,10,14,34,19,0.8936170212765957,1.0,-0.1063829787234043,0.727810650887574,54.7,FWD,3.646666666666667,1.0533333333333332,10
41492,408,341,Ales Hemsky,EDM,RW,28,69,10,26,-13.0,43.0,2.6,1.0,137.0,7.3,1214.0,2012,36,11,14,34,19,0.5217391304347826,0.8936170212765957,-0.3718778908418131,0.727810650887574,54.7,FWD,3.646666666666667,-1.0466666666666669,10
42512,389,326,Ales Hemsky,EDM,RW,29,38,9,11,-6.0,16.0,2.0,1.0,82.0,11.0,597.0,2013,20,12,14,34,19,0.5263157894736842,0.5217391304347826,0.004576659038901587,0.727810650887574,54.7,FWD,3.646666666666667,-1.646666666666667,10
43475,404,353,Ales Hemsky,TOT,RW,30,75,13,30,-15.0,24.0,3.7,1.0,138.0,9.4,1197.0,2014,86,13,14,34,19,1.1466666666666667,0.5263157894736842,0.6203508771929825,0.727810650887574,54.7,FWD,3.646666666666667,0.05333333333333323,10
44518,442,353,Ales Hemsky,DAL,RW,31,76,11,21,-8.0,16.0,2.5,1.0,140.0,7.9,1037.0,2015,32,14,14,34,19,0.42105263157894735,1.1466666666666667,-0.7256140350877194,0.727810650887574,54.7,FWD,3.646666666666667,-1.146666666666667,10
383,399,338,Ales Hemsky,DAL,RW,32,75,13,26,3.0,20.0,4.2,0.0,155.0,8.4,983.0,2016,39,0,14,34,19,0.52,,,0.727810650887574,54.7,FWD,3.646666666666667,0.5533333333333332,10
50059,34,26,Alex Delvecchio,DET,C,22,70,17,31,,37.0,5.6,3.0,,,,1955,48,14,23,41,18,0.6857142857142857,0.42028985507246375,0.265424430641822,0.8264516129032258,123.7,FWD,5.154166666666667,0.44583333333333286,13
50227,35,29,Alex Delvecchio,DET,C,23,70,25,26,,24.0,6.7,7.0,,,,1956,51,15,23,41,18,0.7285714285714285,0.6857142857142857,0.042857142857142816,0.8264516129032258,123.7,FWD,5.154166666666667,1.5458333333333334,13
50368,31,31,Alex Delvecchio,DET,C,24,48,16,25,,8.0,4.6,4.0,,,,1957,41,16,23,41,18,0.8541666666666666,0.7285714285714285,0.1255952380952381,0.8264516129032258,123.7,FWD,5.154166666666667,-0.5541666666666671,13
50517,41,37,Alex Delvecchio,DET,C,25,70,21,38,,22.0,5.6,4.0,,,,1958,59,17,23,41,18,0.8428571428571429,0.8541666666666666,-0.01130952380952377,0.8264516129032258,123.7,FWD,5.154166666666667,0.44583333333333286,13
50664,28,28,Alex Delvecchio,DET,LW,26,70,19,35,,6.0,4.8,3.0,,,,1959,54,18,23,41,18,0.7714285714285715,0.8428571428571429,-0.0714285714285714,0.8264516129032258,123.7,FWD,5.154166666666667,-0.35416666666666696,13
50795,27,27,Alex Delvecchio,DET,C,27,70,19,28,-26.0,8.0,4.2,3.0,261.0,7.3,,1960,47,19,23,41,18,0.6714285714285714,0.7714285714285715,-0.10000000000000009,0.8264516129032258,123.7,FWD,5.154166666666667,-0.9541666666666666,13
50936,26,24,Alex Delvecchio,DET,C,28,70,27,35,0.0,26.0,6.0,3.0,268.0,10.1,,1961,62,20,23,41,18,0.8857142857142857,0.6714285714285714,0.2142857142857143,0.8264516129032258,123.7,FWD,5.154166666666667,0.8458333333333332,13
51095,25,25,Alex Delvecchio,DET,C,29,70,26,43,4.0,18.0,6.3,1.0,291.0,8.9,,1962,69,21,23,41,18,0.9857142857142858,0.8857142857142857,0.10000000000000009,0.8264516129032258,123.7,FWD,5.154166666666667,1.145833333333333,13
51230,21,21,Alex Delvecchio,DET,C,30,70,20,44,16.0,8.0,5.7,4.0,274.0,7.3,,1963,64,22,23,41,18,0.9142857142857143,0.9857142857142858,-0.07142857142857151,0.8264516129032258,123.7,FWD,5.154166666666667,0.5458333333333334,13
51377,24,22,Alex Delvecchio,DET,C,31,70,23,30,-12.0,11.0,5.2,2.0,229.0,10.0,,1964,53,23,23,41,18,0.7571428571428571,0.9142857142857143,-0.15714285714285714,0.8264516129032258,123.7,FWD,5.154166666666667,0.04583333333333339,13
7397,24,22,Alex Delvecchio,DET,C,32,68,25,42,10.0,16.0,7.0,7.0,259.0,9.7,,1965,67,0,23,41,18,0.9852941176470589,,,0.8264516129032258,123.7,FWD,5.154166666666667,1.8458333333333332,13
7574,33,29,Alex Delvecchio,DET,C,33,70,31,38,19.0,16.0,6.8,6.0,238.0,13.0,,1966,69,1,23,41,18,0.9857142857142858,0.9852941176470589,0.00042016806722688926,0.8264516129032258,123.7,FWD,5.154166666666667,1.645833333333333,13
7749,27,27,Alex Delvecchio,DET,C,34,70,17,38,-18.0,10.0,4.1,2.0,225.0,7.6,,1967,55,2,23,41,18,0.7857142857142857,0.9857142857142858,-0.20000000000000007,0.8264516129032258,123.7,FWD,5.154166666666667,-1.0541666666666671,13
26013,477,351,Alex Kovalev,NYR,RW,22,81,24,34,5.0,98.0,4.9,7.0,206.0,11.7,,1996,58,3,18,39,19,0.7160493827160493,0.5833333333333334,0.13271604938271597,0.9407294832826748,103.2,FWD,5.431578947368421,-0.5315789473684207,12
26986,427,331,Alex Kovalev,NYR,RW,23,45,13,22,11.0,42.0,3.6,0.0,110.0,11.8,,1997,35,4,18,39,19,0.7777777777777778,0.7160493827160493,0.06172839506172845,0.9407294832826748,103.2,FWD,5.431578947368421,-1.831578947368421,12
27937,436,334,Alex Kovalev,NYR,LW,24,73,23,30,-22.0,44.0,5.2,3.0,173.0,13.3,,1998,53,5,18,39,19,0.726027397260274,0.7777777777777778,-0.0517503805175038,0.9407294832826748,103.2,FWD,5.431578947368421,-0.23157894736842088,12
28949,491,355,Alex Kovalev,TOT,RW,25,77,23,30,2.0,49.0,5.3,5.0,191.0,12.0,1570.0,1999,106,6,18,39,19,1.3766233766233766,0.726027397260274,0.6505959793631026,0.9407294832826748,103.2,FWD,5.431578947368421,-0.13157894736842124,12
29994,497,378,Alex Kovalev,PIT,RW,26,82,26,40,-3.0,94.0,5.7,4.0,254.0,10.2,1876.0,2000,66,7,18,39,19,0.8048780487804879,1.3766233766233766,-0.5717453278428888,0.9407294832826748,103.2,FWD,5.431578947368421,0.2684210526315791,12
31011,475,394,Alex Kovalev,PIT,RW,27,79,44,51,12.0,96.0,10.5,9.0,307.0,14.3,1863.0,2001,95,8,18,39,19,1.2025316455696202,0.8048780487804879,0.39765359678913237,0.9407294832826748,103.2,FWD,5.431578947368421,5.068421052631579,12
32096,500,389,Alex Kovalev,PIT,RW,28,67,32,44,2.0,80.0,9.1,3.0,266.0,12.0,1611.0,2002,76,9,18,39,19,1.1343283582089552,1.2025316455696202,-0.06820328736066505,0.9407294832826748,103.2,FWD,5.431578947368421,3.6684210526315786,12
33179,500,395,Alex Kovalev,TOT,RW,29,78,37,40,-9.0,70.0,9.1,3.0,271.0,13.7,1783.0,2003,154,10,18,39,19,1.9743589743589745,1.1343283582089552,0.8400306161500193,0.9407294832826748,103.2,FWD,5.431578947368421,3.6684210526315786,12
34271,493,384,Alex Kovalev,TOT,RW,30,78,14,31,-9.0,66.0,3.4,1.0,207.0,6.8,1482.0,2004,90,11,18,39,19,1.1538461538461537,1.9743589743589745,-0.8205128205128207,0.9407294832826748,103.2,FWD,5.431578947368421,-2.031578947368421,12
35374,464,379,Alex Kovalev,MTL,RW,32,69,23,42,-1.0,76.0,6.3,5.0,206.0,11.2,1344.0,2006,65,12,18,39,19,0.9420289855072463,1.1538461538461537,-0.2118171683389074,0.9407294832826748,103.2,FWD,5.431578947368421,0.8684210526315788,12
36435,462,373,Alex Kovalev,MTL,RW,33,73,18,29,-19.0,78.0,3.8,5.0,197.0,9.1,1332.0,2007,47,13,18,39,19,0.6438356164383562,0.9420289855072463,-0.29819336906889016,0.9407294832826748,103.2,FWD,5.431578947368421,-1.6315789473684212,12
37465,464,382,Alex Kovalev,MTL,RW,34,82,35,49,18.0,70.0,10.8,5.0,230.0,15.2,1603.0,2008,84,14,18,39,19,1.024390243902439,0.6438356164383562,0.38055462746408286,0.9407294832826748,103.2,FWD,5.431578947368421,5.36842105263158,12
36856,901,730,Alex Steen,TOR,C,22,82,15,20,5.0,26.0,2.7,5.0,192.0,7.8,1287.0,2007,35,6,14,35,21,0.4268292682926829,0.6,-0.17317073170731706,0.6385068762278978,64.9,FWD,4.326666666666667,-1.626666666666667,13
37849,865,724,Alex Steen,TOR,LW,23,76,15,27,0.0,32.0,3.5,2.0,169.0,8.9,1375.0,2008,42,7,14,35,21,0.5526315789473685,0.4268292682926829,0.12580231065468556,0.6385068762278978,64.9,FWD,4.326666666666667,-0.8266666666666671,13
38862,906,753,Alex Steen,TOT,C,24,81,8,20,-10.0,30.0,1.2,0.0,148.0,5.4,1323.0,2009,56,8,14,35,21,0.691358024691358,0.5526315789473685,0.1387264457439895,0.6385068762278978,64.9,FWD,4.326666666666667,-3.126666666666667,13
39914,928,757,Alex Steen,STL,C,25,68,24,23,6.0,30.0,6.2,4.0,189.0,12.7,1107.0,2010,47,9,14,35,21,0.6911764705882353,0.691358024691358,-0.00018155410312270526,0.6385068762278978,64.9,FWD,4.326666666666667,1.873333333333333,13
40931,905,755,Alex Steen,STL,C,26,72,20,31,-3.0,26.0,5.3,5.0,218.0,9.2,1408.0,2011,51,10,14,35,21,0.7083333333333334,0.6911764705882353,0.01715686274509809,0.6385068762278978,64.9,FWD,4.326666666666667,0.9733333333333327,13
41986,923,764,Alex Steen,STL,C,27,43,15,13,24.0,28.0,4.7,3.0,134.0,11.2,822.0,2012,28,11,14,35,21,0.6511627906976745,0.7083333333333334,-0.057170542635658905,0.6385068762278978,64.9,FWD,4.326666666666667,0.3733333333333331,13
42961,858,723,Alex Steen,STL,C,28,40,8,19,5.0,14.0,3.0,3.0,129.0,6.2,760.0,2013,27,12,14,35,21,0.675,0.6511627906976745,0.02383720930232558,0.6385068762278978,64.9,FWD,4.326666666666667,-1.326666666666667,13
43949,899,762,Alex Steen,STL,LW,29,68,33,29,17.0,46.0,9.1,9.0,211.0,15.6,1379.0,2014,62,13,14,35,21,0.9117647058823529,0.675,0.23676470588235288,0.6385068762278978,64.9,FWD,4.326666666666667,4.7733333333333325,13
44997,942,764,Alex Steen,STL,LW,30,74,24,40,8.0,33.0,7.7,5.0,223.0,10.8,1479.0,2015,64,14,14,35,21,0.8648648648648649,0.9117647058823529,-0.04689984101748801,0.6385068762278978,64.9,FWD,4.326666666666667,3.373333333333333,13
896,935,781,Alex Steen,STL,LW,31,67,17,35,3.0,48.0,5.8,2.0,172.0,9.9,1365.0,2016,52,0,14,35,21,0.7761194029850746,,,0.6385068762278978,64.9,FWD,4.326666666666667,1.4733333333333327,13
1935,931,779,Alex Steen,STL,LW,32,76,16,35,-2.0,53.0,5.0,2.0,117.0,13.7,1467.0,2017,51,1,14,35,21,0.6710526315789473,0.7761194029850746,-0.1050667714061273,0.6385068762278978,64.9,FWD,4.326666666666667,0.6733333333333329,13
2968,952,792,Alex Steen,STL,C,33,76,15,31,-11.0,20.0,3.6,2.0,168.0,8.9,1421.0,2018,46,2,14,35,21,0.6052631578947368,0.6710526315789473,-0.06578947368421051,0.6385068762278978,64.9,FWD,4.326666666666667,-0.726666666666667,13
4038,987,800,Alex Steen,STL,C,34,65,10,17,2.0,14.0,2.2,0.0,114.0,8.8,1030.0,2019,27,3,14,35,21,0.4153846153846154,0.6052631578947368,-0.18987854251012143,0.6385068762278978,64.9,FWD,4.326666666666667,-2.126666666666667,13
32566,989,768,Alex Tanguay,COL,LW,22,70,13,35,8.0,36.0,5.0,2.0,90.0,14.4,1284.0,2002,48,3,15,36,20,0.6857142857142857,0.9390243902439024,-0.25331010452961666,0.8253676470588235,95.0,FWD,5.9375,-0.9375,11
33660,1000,778,Alex Tanguay,COL,LW,23,82,26,41,34.0,36.0,8.4,5.0,142.0,18.3,1460.0,2003,67,4,15,36,20,0.8170731707317073,0.6857142857142857,0.13135888501742154,0.8253676470588235,95.0,FWD,5.9375,2.4625000000000004,11
34796,1039,807,Alex Tanguay,COL,LW,24,69,25,54,30.0,42.0,10.5,5.0,117.0,21.4,1266.0,2004,79,5,15,36,20,1.144927536231884,0.8170731707317073,0.32785436550017677,0.8253676470588235,95.0,FWD,5.9375,4.5625,11
35866,976,768,Alex Tanguay,COL,LW,26,71,29,49,8.0,46.0,8.3,4.0,125.0,23.2,1304.0,2006,78,6,15,36,20,1.0985915492957747,1.144927536231884,-0.0463359869361093,0.8253676470588235,95.0,FWD,5.9375,2.3625000000000007,11
36894,941,763,Alex Tanguay,CGY,LW,27,81,22,59,12.0,44.0,8.2,0.0,107.0,20.6,1431.0,2007,81,7,15,36,20,1.0,1.0985915492957747,-0.09859154929577474,0.8253676470588235,95.0,FWD,5.9375,2.2624999999999993,11
37887,904,756,Alex Tanguay,CGY,LW,28,78,18,40,11.0,48.0,6.1,3.0,121.0,14.9,1463.0,2008,58,8,15,36,20,0.7435897435897436,1.0,-0.2564102564102564,0.8253676470588235,95.0,FWD,5.9375,0.16249999999999964,11
38906,952,789,Alex Tanguay,MTL,LW,29,50,16,25,13.0,34.0,5.2,3.0,76.0,21.1,805.0,2009,41,9,15,36,20,0.82,0.7435897435897436,0.07641025641025634,0.8253676470588235,95.0,FWD,5.9375,-0.7374999999999998,11
39953,969,792,Alex Tanguay,TBL,LW,30,80,10,27,-2.0,32.0,2.8,2.0,91.0,11.0,1263.0,2010,37,10,15,36,20,0.4625,0.82,-0.35749999999999993,0.8253676470588235,95.0,FWD,5.9375,-3.1375,11
40984,960,792,Alex Tanguay,CGY,LW,31,79,22,47,0.0,24.0,7.1,2.0,120.0,18.3,1561.0,2011,69,11,15,36,20,0.8734177215189873,0.4625,0.4109177215189873,0.8253676470588235,95.0,FWD,5.9375,1.1624999999999996,11
42024,962,798,Alex Tanguay,CGY,LW,32,64,13,36,7.0,28.0,5.5,3.0,84.0,15.5,1219.0,2012,49,12,15,36,20,0.765625,0.8734177215189873,-0.10779272151898733,0.8253676470588235,95.0,FWD,5.9375,-0.4375,11
42993,891,751,Alex Tanguay,CGY,LW,33,40,11,16,-13.0,22.0,2.4,1.0,44.0,25.0,774.0,2013,27,13,15,36,20,0.675,0.765625,-0.09062499999999996,0.8253676470588235,95.0,FWD,5.9375,-3.5375,11
23639,870,710,Alex Zhamnov,WIN,C,22,68,25,47,7.0,58.0,5.6,4.0,163.0,15.3,,1993,72,0,12,35,22,1.0588235294117647,,,0.9355638166047088,68.0,FWD,5.230769230769231,0.3692307692307688,12
24642,1036,786,Alex Zhamnov,WIN,C,23,61,26,45,-20.0,62.0,6.0,1.0,196.0,13.3,,1994,71,1,12,35,22,1.1639344262295082,1.0588235294117647,0.10511089681774344,0.9355638166047088,68.0,FWD,5.230769230769231,0.7692307692307692,12
25546,932,734,Alex Zhamnov,WIN,C,24,48,30,35,5.0,20.0,7.5,4.0,155.0,19.4,,1995,65,2,12,35,22,1.3541666666666667,1.1639344262295082,0.19023224043715858,0.9355638166047088,68.0,FWD,5.230769230769231,2.269230769230769,12
26568,1053,773,Alex Zhamnov,WIN,C,25,58,22,37,-4.0,65.0,5.4,2.0,199.0,11.1,,1996,59,3,12,35,22,1.0172413793103448,1.3541666666666667,-0.336925287356322,0.9355638166047088,68.0,FWD,5.230769230769231,0.16923076923076952,12
27511,974,764,Alex Zhamnov,CHI,C,26,74,20,42,18.0,56.0,6.4,2.0,208.0,9.6,,1997,62,4,12,35,22,0.8378378378378378,1.0172413793103448,-0.17940354147250692,0.9355638166047088,68.0,FWD,5.230769230769231,1.1692307692307695,12
28468,988,756,Alex Zhamnov,CHI,C,27,70,21,28,16.0,61.0,6.1,3.0,193.0,10.9,,1998,49,5,12,35,22,0.7,0.8378378378378378,-0.13783783783783787,0.9355638166047088,68.0,FWD,5.230769230769231,0.8692307692307688,12
29506,1071,808,Alex Zhamnov,CHI,C,28,76,20,41,-10.0,50.0,5.2,2.0,200.0,10.0,1634.0,1999,61,6,12,35,22,0.8026315789473685,0.7,0.10263157894736852,0.9355638166047088,68.0,FWD,5.230769230769231,-0.03076923076923066,12
30548,1074,832,Alex Zhamnov,CHI,C,29,71,23,37,7.0,61.0,6.0,7.0,175.0,13.1,1572.0,2000,60,7,12,35,22,0.8450704225352113,0.8026315789473685,0.04243884358784278,0.9355638166047088,68.0,FWD,5.230769230769231,0.7692307692307692,12
31604,1092,878,Alex Zhamnov,CHI,C,30,63,13,36,-12.0,40.0,3.9,3.0,117.0,11.1,1339.0,2001,49,8,12,35,22,0.7777777777777778,0.8450704225352113,-0.06729264475743346,0.9355638166047088,68.0,FWD,5.230769230769231,-1.330769230769231,12
32690,1118,869,Alex Zhamnov,CHI,C,31,77,22,45,8.0,67.0,6.8,3.0,173.0,12.7,1718.0,2002,67,9,12,35,22,0.8701298701298701,0.7777777777777778,0.0923520923520923,0.9355638166047088,68.0,FWD,5.230769230769231,1.569230769230769,12
33787,1133,881,Alex Zhamnov,CHI,C,32,74,15,43,0.0,70.0,5.1,1.0,166.0,9.0,1561.0,2003,58,10,12,35,22,0.7837837837837838,0.8701298701298701,-0.08634608634608631,0.9355638166047088,68.0,FWD,5.230769230769231,-0.1307692307692312,12
34912,1160,905,Alex Zhamnov,TOT,C,33,43,11,25,-1.0,28.0,3.8,1.0,96.0,11.5,821.0,2004,72,11,12,35,22,1.6744186046511629,0.7837837837837838,0.8906348208673791,0.9355638166047088,68.0,FWD,5.230769230769231,-1.430769230769231,12
22490,588,461,Alexander Mogilny,BUF,RW,22,67,39,45,7.0,73.0,8.3,2.0,236.0,16.5,,1992,84,2,15,36,20,1.2537313432835822,1.032258064516129,0.22147327876745315,1.0868686868686868,111.5,FWD,6.96875,1.3312500000000007,13
23340,558,454,Alexander Mogilny,BUF,RW,23,77,76,51,7.0,40.0,13.4,11.0,360.0,21.1,,1993,127,3,15,36,20,1.6493506493506493,1.2537313432835822,0.3956193060670672,1.0868686868686868,111.5,FWD,6.96875,6.43125,13
24293,672,497,Alexander Mogilny,BUF,RW,24,66,32,47,8.0,22.0,8.3,7.0,258.0,12.4,,1994,79,4,15,36,20,1.196969696969697,1.6493506493506493,-0.45238095238095233,1.0868686868686868,111.5,FWD,6.96875,1.3312500000000007,13
25216,589,461,Alexander Mogilny,BUF,RW,25,44,19,28,0.0,36.0,5.1,2.0,148.0,12.8,,1995,47,5,15,36,20,1.0681818181818181,1.196969696969697,-0.1287878787878789,1.0868686868686868,111.5,FWD,6.96875,-1.8687500000000004,13
26182,652,472,Alexander Mogilny,VAN,RW,26,79,55,52,14.0,16.0,12.2,6.0,292.0,18.8,,1996,107,6,15,36,20,1.3544303797468353,1.0681818181818181,0.2862485615650172,1.0868686868686868,111.5,FWD,6.96875,5.231249999999999,13
27121,568,453,Alexander Mogilny,VAN,LW,27,76,31,42,9.0,18.0,7.8,4.0,174.0,17.8,,1997,73,7,15,36,20,0.9605263157894737,1.3544303797468353,-0.39390406395736166,1.0868686868686868,111.5,FWD,6.96875,0.8312499999999998,13
28090,595,456,Alexander Mogilny,VAN,RW,28,51,18,27,-6.0,36.0,5.0,1.0,118.0,15.3,,1998,45,8,15,36,20,0.8823529411764706,0.9605263157894737,-0.07817337461300311,1.0868686868686868,111.5,FWD,6.96875,-1.96875,13
29106,654,480,Alexander Mogilny,VAN,RW,29,59,14,31,0.0,58.0,4.3,1.0,110.0,12.7,1214.0,1999,45,9,15,36,20,0.7627118644067796,0.8823529411764706,-0.11964107676969093,1.0868686868686868,111.5,FWD,6.96875,-2.66875,13
30141,650,498,Alexander Mogilny,TOT,RW,30,59,24,20,3.0,20.0,5.2,1.0,161.0,14.9,1125.0,2000,88,10,15,36,20,1.4915254237288136,0.7627118644067796,0.728813559322034,1.0868686868686868,111.5,FWD,6.96875,-1.7687499999999998,13
31182,653,525,Alexander Mogilny,NJD,RW,31,75,43,40,10.0,43.0,10.6,7.0,240.0,17.9,1266.0,2001,83,11,15,36,20,1.1066666666666667,1.4915254237288136,-0.3848587570621469,1.0868686868686868,111.5,FWD,6.96875,3.6312499999999996,13
32251,661,518,Alexander Mogilny,TOR,RW,32,66,24,33,1.0,8.0,6.6,4.0,188.0,12.8,1164.0,2002,57,12,15,36,20,0.8636363636363636,1.1066666666666667,-0.24303030303030304,1.0868686868686868,111.5,FWD,6.96875,-0.36875000000000036,13
33351,679,526,Alexander Mogilny,TOR,RW,33,73,33,46,4.0,12.0,9.5,9.0,165.0,20.0,1463.0,2003,79,13,15,36,20,1.082191780821918,0.8636363636363636,0.21855541718555427,1.0868686868686868,111.5,FWD,6.96875,2.53125,13
34442,671,527,Alexander Mogilny,TOR,RW,34,37,8,22,9.0,12.0,3.3,1.0,92.0,8.7,684.0,2004,30,14,15,36,20,0.8108108108108109,1.082191780821918,-0.27138097001110706,1.0868686868686868,111.5,FWD,6.96875,-3.66875,13
36814,857,694,Alexander Semin,WSH,LW,22,77,38,35,-7.0,90.0,8.8,6.0,243.0,15.6,1417.0,2007,73,2,10,31,19,0.948051948051948,0.4230769230769231,0.5249750249750249,0.7953846153846154,65.4,FWD,5.945454545454546,2.8545454545454545,9
37797,810,680,Alexander Semin,WSH,LW,23,63,26,16,-18.0,54.0,4.8,2.0,185.0,14.1,1065.0,2008,42,3,10,31,19,0.6666666666666666,0.948051948051948,-0.2813852813852814,0.7953846153846154,65.4,FWD,5.945454545454546,-1.1454545454545464,9
38812,854,703,Alexander Semin,WSH,RW,24,62,34,45,25.0,77.0,10.7,8.0,223.0,15.2,1193.0,2009,79,4,10,31,19,1.2741935483870968,0.6666666666666666,0.6075268817204301,0.7953846153846154,65.4,FWD,5.945454545454546,4.754545454545453,9
39855,867,708,Alexander Semin,WSH,LW,25,73,40,44,36.0,66.0,11.7,5.0,278.0,14.4,1396.0,2010,84,5,10,31,19,1.1506849315068493,1.2741935483870968,-0.1235086168802475,0.7953846153846154,65.4,FWD,5.945454545454546,5.754545454545453,9
40877,849,709,Alexander Semin,WSH,LW,26,65,28,26,22.0,71.0,8.0,4.0,196.0,14.3,1175.0,2011,54,6,10,31,19,0.8307692307692308,1.1506849315068493,-0.31991570073761844,0.7953846153846154,65.4,FWD,5.945454545454546,2.054545454545454,9
41934,868,718,Alexander Semin,WSH,LW,27,77,21,33,9.0,56.0,6.7,1.0,183.0,11.5,1293.0,2012,54,7,10,31,19,0.7012987012987013,0.8307692307692308,-0.1294705294705295,0.7953846153846154,65.4,FWD,5.945454545454546,0.754545454545454,9
42907,801,675,Alexander Semin,CAR,LW,28,44,13,31,14.0,46.0,5.4,1.0,150.0,8.7,921.0,2013,44,8,10,31,19,1.0,0.7012987012987013,0.2987012987012987,0.7953846153846154,65.4,FWD,5.945454545454546,-0.5454545454545459,9
43897,844,714,Alexander Semin,CAR,RW,29,65,22,20,1.0,42.0,5.4,3.0,210.0,10.5,1294.0,2014,42,9,10,31,19,0.6461538461538462,1.0,-0.3538461538461538,0.7953846153846154,65.4,FWD,5.945454545454546,-0.5454545454545459,9
44939,881,716,Alexander Semin,CAR,RW,30,57,6,13,-10.0,32.0,1.2,0.0,93.0,6.5,908.0,2015,19,10,10,31,19,0.3333333333333333,0.6461538461538462,-0.3128205128205129,0.7953846153846154,65.4,FWD,5.945454545454546,-4.745454545454546,9
35042,118,97,Alexandre Burrows,VAN,LW,24,43,7,5,5.0,61.0,1.3,1.0,49.0,14.3,447.0,2006,12,3,12,36,24,0.27906976744186046,0.19718309859154928,0.08188666885031118,0.4819277108433735,47.1,FWD,3.623076923076923,-2.323076923076923,11
36109,122,97,Alexandre Burrows,VAN,LW,25,81,3,6,-7.0,93.0,-0.5,1.0,70.0,4.3,927.0,2007,9,4,12,36,24,0.1111111111111111,0.27906976744186046,-0.16795865633074936,0.4819277108433735,47.1,FWD,3.623076923076923,-4.123076923076923,11
37135,119,98,Alexandre Burrows,VAN,LW,26,82,12,19,11.0,179.0,3.1,3.0,126.0,9.5,1238.0,2008,31,5,12,36,24,0.3780487804878049,0.1111111111111111,0.2669376693766938,0.4819277108433735,47.1,FWD,3.623076923076923,-0.523076923076923,11
38106,117,98,Alexandre Burrows,VAN,LW,27,82,28,23,23.0,150.0,6.6,3.0,175.0,16.0,1382.0,2009,51,6,12,36,24,0.6219512195121951,0.3780487804878049,0.24390243902439024,0.4819277108433735,47.1,FWD,3.623076923076923,2.9769230769230766,11
39139,120,97,Alexandre Burrows,VAN,LW,28,82,35,32,34.0,121.0,9.5,3.0,209.0,16.7,1465.0,2010,67,7,12,36,24,0.8170731707317073,0.6219512195121951,0.19512195121951215,0.4819277108433735,47.1,FWD,3.623076923076923,5.876923076923077,11
40181,122,99,Alexandre Burrows,VAN,LW,29,72,26,22,26.0,77.0,6.9,4.0,152.0,17.1,1226.0,2011,48,8,12,36,24,0.6666666666666666,0.8170731707317073,-0.15040650406504064,0.4819277108433735,47.1,FWD,3.623076923076923,3.2769230769230773,11
41216,120,106,Alexandre Burrows,VAN,LW,30,80,28,24,24.0,90.0,7.2,7.0,198.0,14.1,1478.0,2012,52,9,12,36,24,0.65,0.6666666666666666,-0.016666666666666607,0.4819277108433735,47.1,FWD,3.623076923076923,3.576923076923077,11
